"rent" "floor.size" "year" "location" "Gute.Wohnlage" "Beste.Wohnlage" "Keine.Wwv" "Keine.Zh" "Kein.Badkach" "Besond.Bad" "Gehobene.Kueche" "zim1" "zim2" "zim3" "zim4" "zim5" "zim6"
12.34 46 1993 26 0 0 0 0 0 0 0 0 1 0 0 0 0
11.43 34 1966 47 1 0 0 0 0 0 0 1 0 0 0 0 0
8.45 76 1966 140 0 0 0 0 0 0 0 0 0 1 0 0 0
11.31 55 1993 190 0 0 0 0 0 0 1 0 1 0 0 0 0
11.13 68 1985 72 1 0 0 0 0 0 0 0 1 0 0 0 0
8.06 40 1957 116 0 0 0 0 0 0 0 1 0 0 0 0 0
8.22 59 1960 295 1 0 0 0 1 0 0 0 0 1 0 0 0
9.14 68 1993 181 0 0 0 0 0 0 0 0 1 0 0 0 0
4.85 54 1957 21 1 0 1 1 1 0 0 0 1 0 0 0 0
5.44 69 1966 202 0 0 0 0 0 0 0 0 0 1 0 0 0
8.6 110 1918 147 1 0 0 0 0 0 1 0 0 1 0 0 0
8.86 55 1918 20 1 0 0 1 1 0 0 0 1 0 0 0 0
5.24 110 1966 281 0 0 0 0 0 1 0 0 0 0 1 0 0
8.04 42 1957 14 0 0 0 0 1 0 0 1 0 0 0 0 0
8.6 95 1918 49 0 0 0 0 0 0 0 0 0 1 0 0 0
6.01 75 1957 132 1 0 0 0 0 0 0 0 0 1 0 0 0
8.2 87 1966 199 1 0 0 0 0 0 0 0 0 1 0 0 0
11.72 57 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
8.75 82 1970 277 0 0 0 0 0 0 0 0 0 1 0 0 0
7.74 104 1983 338 0 0 0 0 0 1 1 0 0 1 0 0 0
9.57 102 1918 89 0 0 0 0 1 1 0 0 0 0 1 0 0
7.89 94 1966 209 0 0 0 0 0 0 0 0 0 0 1 0 0
8.15 59 1975 151 0 0 0 0 0 0 0 0 1 0 0 0 0
7.86 65 1918 88 1 0 0 1 1 0 0 0 1 0 0 0 0
4.75 63 1966 117 0 0 0 0 0 0 0 0 0 1 0 0 0
10.12 65 1960 290 0 0 0 0 0 0 0 0 0 1 0 0 0
4.28 63 1948 241 0 0 0 0 1 0 0 0 0 1 0 0 0
4.42 67 1966 290 0 0 0 0 0 0 0 0 0 1 0 0 0
4.97 71 1993 353 0 0 0 0 0 0 0 0 0 1 0 0 0
9.3 55 1968 20 1 0 0 0 1 0 0 0 1 0 0 0 0
7.48 96 1924 288 0 0 0 0 1 0 0 0 0 1 0 0 0
4.54 48 1957 125 1 0 0 0 0 0 0 0 0 0 1 0 0
8.82 64 1985 159 0 0 0 0 0 0 0 0 1 0 0 0 0
11.16 90 2000 152 0 0 0 0 0 1 0 0 0 0 1 0 0
8.91 99 1983 43 1 0 0 0 0 0 0 0 0 1 0 0 0
11.18 32 1975 46 0 0 0 0 0 0 0 1 0 0 0 0 0
4.02 131 1924 23 0 0 0 0 0 0 0 0 0 0 0 1 0
5.68 95 1966 66 0 0 0 0 0 0 0 0 0 0 1 0 0
9.68 50 1987 15 1 0 0 0 0 0 0 0 1 0 0 0 0
7.28 83 1960 277 0 0 0 0 1 0 0 0 0 1 0 0 0
4.04 120 1918 329 1 0 1 1 1 1 0 0 0 0 1 0 0
11.57 40 1970 49 0 0 0 0 0 0 0 1 0 0 0 0 0
10.85 83 1985 29 1 0 0 0 0 0 0 0 0 1 0 0 0
11.25 50 1987 181 0 0 0 0 0 1 0 0 1 0 0 0 0
10.97 62 1918 43 1 0 0 0 0 0 0 0 1 0 0 0 0
16.45 60 1966 5 1 0 0 0 0 0 0 0 1 0 0 0 0
3.09 65 1948 125 0 0 1 1 1 0 0 0 0 1 0 0 0
8.58 52 1957 72 0 0 0 0 0 0 0 1 0 0 0 0 0
9.89 62 1972 65 0 0 0 0 0 0 0 0 1 0 0 0 0
7.95 64 1966 14 1 0 0 0 1 0 0 0 1 0 0 0 0
6.88 87 1972 120 0 0 0 0 0 0 0 0 0 1 0 0 0
7.85 54 1971 53 0 0 0 0 0 0 0 0 1 0 0 0 0
8.25 85 1918 134 1 0 0 0 0 0 0 0 0 1 0 0 0
7.11 64 1957 40 1 0 0 0 0 0 0 0 0 1 0 0 0
4.09 40 1957 136 0 0 1 1 1 0 0 0 1 0 0 0 0
7.87 81 1967 192 1 0 0 0 0 0 0 0 0 1 0 0 0
7.78 76 1972 171 0 0 0 0 0 0 0 0 0 1 0 0 0
10.13 51 1957 275 0 0 0 0 0 0 0 0 1 0 0 0 0
11.2 30 1948 77 0 0 0 0 0 0 0 1 0 0 0 0 0
8.63 77 1973 182 0 0 0 0 0 0 0 0 0 1 0 0 0
7.99 42 1987 129 0 0 0 0 0 0 0 1 0 0 0 0 0
10.65 83 1918 295 1 0 0 1 0 1 0 0 0 1 0 0 0
10.17 59 1960 167 0 0 0 0 0 0 0 0 1 0 0 0 0
8.98 75 1981 340 0 0 0 0 0 0 0 0 0 1 0 0 0
7.73 72 1973 316 0 0 0 0 0 0 0 0 0 1 0 0 0
10.76 125 1993 89 1 0 0 0 0 0 0 0 0 0 0 0 1
10.9 68 1992 76 0 0 0 0 0 0 0 0 1 0 0 0 0
11.18 34 1960 30 1 0 0 0 0 0 0 0 1 0 0 0 0
5.83 44 1948 357 0 0 0 0 0 0 0 0 1 0 0 0 0
9.55 55 1957 132 1 0 0 0 0 0 0 0 1 0 0 0 0
8.39 76 1989 154 0 0 0 0 0 0 0 0 0 1 0 0 0
11.52 23 1957 131 1 0 0 0 0 0 0 1 0 0 0 0 0
7.96 62 1957 30 1 0 0 0 1 0 0 0 1 0 0 0 0
4.48 69 1924 83 0 0 0 0 0 0 0 0 0 0 1 0 0
9.79 36 1972 152 0 0 0 0 1 0 0 1 0 0 0 0 0
6.85 84 1957 265 1 0 0 0 0 0 0 0 0 1 0 0 0
7.36 68 1971 139 0 0 0 0 0 0 0 0 0 1 0 0 0
5.95 36 1948 55 0 0 0 0 0 0 0 0 1 0 0 0 0
8.78 41 1957 280 0 0 0 0 0 0 0 1 0 0 0 0 0
6.32 123 1918 80 0 0 0 0 0 0 0 0 0 0 1 0 0
9.57 58 1957 54 0 0 0 0 0 0 0 0 1 0 0 0 0
11.85 27 1972 8 1 0 0 0 0 0 0 1 0 0 0 0 0
5.97 120 1918 133 1 0 0 0 0 0 0 0 0 0 1 0 0
10.37 81 1966 249 0 0 0 0 1 0 1 0 0 1 0 0 0
9.39 95 1918 23 0 0 0 0 0 1 0 0 0 1 0 0 0
9.83 73 1972 188 1 0 0 0 0 0 0 0 0 1 0 0 0
11.36 55 1918 40 1 0 0 0 0 0 0 0 1 0 0 0 0
12.71 33 1957 133 1 0 0 0 1 0 0 1 0 0 0 0 0
10.35 43 1996 320 1 0 0 0 0 0 0 0 1 0 0 0 0
12.23 51 1960 21 1 0 0 0 1 0 0 0 1 0 0 0 0
6.77 72 1960 130 0 0 0 0 1 0 0 0 0 1 0 0 0
9.76 40 1975 14 1 0 0 0 0 0 0 0 1 0 0 0 0
5.09 70 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
4.82 78 1992 345 1 0 0 0 1 0 0 0 0 1 0 0 0
5.74 93 1957 269 0 0 0 0 0 0 0 0 0 0 1 0 0
9.72 48 1918 95 1 0 0 0 0 0 0 0 1 0 0 0 0
5.24 140 1957 134 1 0 0 0 0 0 0 0 0 0 1 0 0
5.33 86 1972 141 0 0 0 0 1 0 1 0 0 0 1 0 0
11.02 70 1974 37 1 0 0 0 1 0 0 0 1 0 0 0 0
4.37 75 1918 84 0 0 0 0 0 0 0 0 0 1 0 0 0
5.77 80 1918 29 1 0 0 0 0 0 0 0 0 1 0 0 0
7.7 47 1968 109 0 0 0 0 1 0 0 0 1 0 0 0 0
4.28 93 1957 57 0 0 0 0 1 1 0 0 0 0 1 0 0
10.91 120 1957 268 0 0 0 0 0 1 0 0 0 0 1 0 0
7.31 105 1970 152 0 0 0 0 0 0 0 0 0 0 1 0 0
8.96 63 1957 54 0 0 0 0 0 0 0 0 1 0 0 0 0
5.21 69 1960 49 1 0 1 1 1 0 0 0 0 1 0 0 0
10.44 58 1918 277 0 0 0 0 0 0 0 0 1 0 0 0 0
9.94 36 1957 277 0 0 0 0 0 0 0 1 0 0 0 0 0
10.23 87 1984 146 1 0 0 0 0 0 0 0 0 1 0 0 0
5.6 140 1918 366 1 0 0 1 0 0 0 0 0 0 0 0 1
7.36 96 1971 325 1 0 0 0 0 1 0 0 0 1 0 0 0
12.05 67 1972 30 1 0 0 0 0 0 1 0 0 1 0 0 0
9.19 61 1957 167 0 0 0 0 0 0 0 0 0 1 0 0 0
13.47 93 1918 363 1 0 0 0 1 0 0 0 0 1 0 0 0
9.32 46 1966 229 0 0 0 0 0 0 0 0 1 0 0 0 0
8.67 80 1966 126 0 0 0 0 0 0 0 0 0 1 0 0 0
6.4 75 1969 138 0 0 0 0 0 0 0 0 0 1 0 0 0
7.61 78 1976 179 1 0 0 0 0 1 0 0 0 1 0 0 0
8.83 50 1957 21 1 0 0 0 0 0 0 0 1 0 0 0 0
8.52 36 1983 173 1 0 0 0 0 0 0 1 0 0 0 0 0
7.62 60 1997 230 0 0 0 0 0 1 0 0 1 0 0 0 0
3.71 84 1918 15 0 0 0 1 0 0 0 0 0 1 0 0 0
4.18 101 1918 371 1 0 0 1 0 0 0 0 0 0 1 0 0
4.06 80 1948 189 0 0 0 1 0 0 0 0 0 1 0 0 0
8.62 89 1994 58 1 0 0 0 0 0 1 0 0 1 0 0 0
5.24 72 1957 16 1 0 1 1 0 0 0 0 0 1 0 0 0
6.3 64 1966 292 0 0 0 0 1 0 0 0 0 0 1 0 0
5.31 53 1918 20 1 0 1 1 0 0 0 0 1 0 0 0 0
7.38 124 1971 245 1 0 0 0 0 1 0 0 0 0 1 0 0
9.73 62 1957 20 1 0 0 0 1 0 0 0 0 1 0 0 0
6.47 42 1960 361 0 0 0 0 1 0 0 0 1 0 0 0 0
9.95 86 1960 349 0 0 0 0 0 0 0 0 0 1 0 0 0
9.36 54 1918 371 1 0 0 1 0 0 0 0 1 0 0 0 0
11.98 32 1960 272 0 0 0 0 0 0 0 1 0 0 0 0 0
9.57 58 1966 292 0 0 0 0 0 0 0 0 1 0 0 0 0
9.36 97 1966 152 0 0 0 0 0 0 0 0 0 0 1 0 0
9.76 56 1960 272 0 0 0 0 0 0 0 0 1 0 0 0 0
10.23 50 1968 23 0 0 0 0 0 0 0 0 1 0 0 0 0
9.65 37 1966 280 0 0 0 0 1 0 0 1 0 0 0 0 0
5.8 56 1948 239 0 0 0 0 0 0 0 0 1 0 0 0 0
6 41 1957 189 0 0 0 0 1 0 0 0 1 0 0 0 0
11.3 95 1986 63 0 1 0 0 0 0 0 0 0 1 0 0 0
10.4 59 1957 47 1 0 0 0 0 0 0 0 0 1 0 0 0
8.06 163 1918 88 1 0 0 0 0 1 1 0 0 0 1 0 0
10.63 75 1966 269 1 0 0 0 0 1 0 0 0 1 0 0 0
7.41 56 1974 191 1 0 0 0 0 0 0 1 0 0 0 0 0
5.5 77 1966 209 0 0 0 0 1 0 0 0 0 1 0 0 0
1.47 71 1948 46 0 0 1 1 0 0 0 0 1 0 0 0 0
9.17 79 1966 129 1 0 0 0 0 0 0 0 0 1 0 0 0
14.94 89 1918 147 1 0 0 0 1 0 1 0 0 1 0 0 0
11.9 58 1985 229 0 0 0 0 0 0 0 0 1 0 0 0 0
9.05 58 1987 64 0 0 0 0 0 0 0 0 1 0 0 0 0
10.26 50 1966 209 0 0 0 0 1 0 0 0 1 0 0 0 0
8.88 59 1973 336 0 0 0 0 1 0 0 0 1 0 0 0 0
10.01 70 1998 126 1 0 0 0 0 0 0 0 1 0 0 0 0
8.26 78 1970 54 0 0 0 0 0 0 0 0 0 1 0 0 0
12.51 47 1994 90 1 0 0 0 0 0 0 0 1 0 0 0 0
9.3 65 1992 154 0 0 0 0 0 0 1 0 1 0 0 0 0
7.36 57 1957 73 0 0 0 0 1 0 0 0 1 0 0 0 0
4.3 73 1918 39 1 0 0 0 0 0 0 0 0 1 0 0 0
4.93 62 1918 172 0 0 0 0 0 0 0 0 0 1 0 0 0
8.1 68 1918 76 0 0 0 0 0 0 0 0 0 1 0 0 0
2.34 62 1957 222 0 0 0 1 1 0 0 0 0 1 0 0 0
7.03 70 1992 198 1 0 0 0 0 0 1 0 1 0 0 0 0
8.44 73 1918 20 1 0 0 0 0 1 0 0 1 0 0 0 0
7.84 110 1918 340 0 0 0 0 0 1 0 0 0 0 0 1 0
10.81 81 1966 328 1 0 0 0 1 0 0 0 0 0 1 0 0
11.47 76 1984 176 0 0 0 0 1 1 0 0 0 1 0 0 0
10.57 45 1918 43 1 0 0 0 0 0 0 0 1 0 0 0 0
8.86 60 1986 55 0 0 0 0 0 0 1 0 1 0 0 0 0
5.7 83 1957 65 0 0 0 0 0 0 0 0 0 1 0 0 0
6.08 69 1960 139 0 0 0 0 0 0 0 0 1 0 0 0 0
10.66 36 1972 144 1 0 0 0 0 0 0 1 0 0 0 0 0
8.82 40 1969 182 0 0 0 0 0 0 0 1 0 0 0 0 0
8.65 65 1966 207 0 0 0 0 0 0 0 0 0 1 0 0 0
9.85 106 1918 363 0 0 0 0 0 0 0 0 0 1 0 0 0
7.54 56 1966 276 0 0 0 0 0 0 0 0 1 0 0 0 0
8.18 75 1966 289 0 0 0 0 0 0 0 0 0 1 0 0 0
6.73 67 1957 30 1 0 0 0 0 0 0 0 0 1 0 0 0
6.72 80 1957 41 0 0 0 0 0 0 0 0 0 1 0 0 0
11.78 54 1999 148 0 0 0 0 0 0 1 0 1 0 0 0 0
9.58 61 1960 372 0 0 0 0 0 0 0 0 1 0 0 0 0
4.95 58 1957 125 0 0 0 1 1 0 0 0 0 1 0 0 0
6.32 52 1957 255 1 0 0 0 0 0 0 0 1 0 0 0 0
7.7 120 1918 29 1 0 0 0 1 0 0 0 0 1 0 0 0
11.47 78 1918 39 1 0 0 0 0 1 1 0 0 1 0 0 0
7.82 98 1966 209 0 0 0 0 0 0 0 0 0 0 1 0 0
12.86 60 1989 310 0 0 0 0 0 0 1 0 1 0 0 0 0
8.47 77 1971 146 0 0 0 0 0 0 0 0 0 1 0 0 0
2.41 87 1918 28 0 0 1 1 0 0 0 0 0 1 0 0 0
12.42 35 1966 277 0 0 0 0 1 0 0 0 1 0 0 0 0
9.42 57 1995 181 0 0 0 0 0 0 0 0 1 0 0 0 0
7.9 66 1969 336 0 0 0 0 0 1 0 0 0 1 0 0 0
7.9 83 1960 84 0 0 0 0 0 0 0 0 0 0 0 1 0
7.64 91 1966 293 0 0 0 0 0 0 0 0 0 1 0 0 0
10.63 76 1918 295 1 0 0 0 0 0 0 0 0 1 0 0 0
11.04 70 1918 168 1 0 0 0 0 0 0 0 0 1 0 0 0
6.12 69 1973 182 0 0 0 0 0 0 0 0 0 1 0 0 0
14.84 110 1987 157 1 0 0 0 0 0 1 0 0 1 0 0 0
13.27 104 1918 88 1 0 0 0 0 1 1 0 0 1 0 0 0
6.63 64 1957 229 0 0 0 0 0 0 0 0 0 1 0 0 0
7.26 54 1960 290 0 0 0 0 0 0 0 0 1 0 0 0 0
9.62 80 1957 20 1 0 0 1 0 0 1 0 0 1 0 0 0
9.13 31 1957 367 1 0 0 0 0 0 0 1 0 0 0 0 0
6.98 100 1995 180 1 0 0 0 0 1 1 0 0 0 1 0 0
5.41 87 1918 42 1 0 0 0 0 0 0 0 0 0 1 0 0
8.62 70 1967 307 0 0 0 0 0 0 0 0 0 1 0 0 0
8.22 51 1966 8 1 0 0 0 1 0 0 0 1 0 0 0 0
6.45 81 1957 76 0 0 0 0 0 0 0 0 0 1 0 0 0
5.54 63 1948 128 0 0 0 0 0 0 0 0 0 1 0 0 0
13.05 52 1957 21 0 0 0 0 1 0 0 0 1 0 0 0 0
12.44 33 1966 207 0 0 0 0 0 0 0 1 0 0 0 0 0
5.7 55 1948 340 1 0 0 0 0 0 0 0 1 0 0 0 0
8.12 80 1918 277 0 0 0 0 1 0 0 0 0 1 0 0 0
6.45 72 1957 39 0 0 0 0 0 0 0 0 0 1 0 0 0
12.16 82 1918 345 0 0 0 0 0 1 0 0 0 1 0 0 0
9.87 57 1948 69 0 0 0 0 0 0 0 0 1 0 0 0 0
7.75 50 1957 177 0 0 0 0 1 0 0 0 1 0 0 0 0
10.23 47 1960 87 0 0 0 0 0 0 0 0 1 0 0 0 0
7.99 74 1966 124 0 0 0 0 0 0 0 0 0 1 0 0 0
9.25 57 1948 127 0 0 0 0 0 0 0 0 0 1 0 0 0
4.67 58 1948 172 0 0 0 0 0 0 0 0 1 0 0 0 0
2.6 42 1939 209 0 0 0 1 0 0 0 1 0 0 0 0 0
4.74 76 1924 76 0 0 0 0 0 0 0 0 0 1 0 0 0
9.57 65 1998 205 0 0 0 0 0 0 1 0 1 0 0 0 0
9.69 76 1957 275 0 0 0 0 0 0 0 0 0 1 0 0 0
8.63 82 1998 128 1 0 0 0 0 1 1 0 0 1 0 0 0
10.36 75 1918 76 0 0 0 0 0 0 0 0 0 1 0 0 0
8.54 94 1992 121 1 0 0 0 0 0 0 0 0 0 1 0 0
9.48 75 1991 268 0 0 0 0 0 0 0 0 1 0 0 0 0
7.71 71 1966 277 0 0 0 0 0 0 0 0 0 1 0 0 0
11.55 81 1980 179 0 0 0 0 0 0 0 0 0 0 1 0 0
4.18 51 1924 102 0 0 1 1 0 0 0 0 1 0 0 0 0
5.31 100 1918 131 1 0 0 0 0 0 0 0 0 0 1 0 0
4.72 62 1992 181 0 0 0 0 0 0 0 0 0 1 0 0 0
7.75 85 1960 76 0 0 0 0 0 0 0 0 0 0 1 0 0
6.23 68 1982 224 1 0 0 0 0 0 1 0 0 1 0 0 0
9.19 63 1991 305 0 0 0 0 0 0 0 0 1 0 0 0 0
8.01 73 1966 289 0 0 0 0 0 0 0 0 1 0 0 0 0
10.36 63 1970 344 0 0 0 0 0 0 0 0 0 1 0 0 0
2.73 91 1918 363 1 0 1 1 0 0 0 0 0 1 0 0 0
8.89 86 1918 83 0 0 0 0 0 0 0 0 0 1 0 0 0
6.9 92 1918 366 1 0 0 0 0 0 0 0 0 1 0 0 0
5.32 74 1924 123 0 0 0 1 0 0 0 0 0 1 0 0 0
8.13 72 1970 322 0 0 0 0 0 0 0 0 0 1 0 0 0
7.36 66 1960 290 0 0 0 0 1 0 0 0 0 1 0 0 0
6.86 108 1969 241 0 0 0 0 0 0 0 0 0 0 1 0 0
4.27 87 1924 102 0 0 0 0 0 0 0 0 0 0 1 0 0
10.23 66 1960 316 0 0 0 0 0 0 0 0 1 0 0 0 0
7.52 56 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
11.3 94 1993 198 1 0 0 0 0 1 0 0 0 1 0 0 0
6.91 94 1975 209 0 0 0 0 1 0 0 0 0 0 1 0 0
7.2 75 1966 346 0 0 0 0 0 0 0 0 0 1 0 0 0
9.53 59 1966 316 0 0 0 1 0 0 0 0 0 1 0 0 0
8.72 68 1971 173 1 0 0 0 0 1 0 0 0 1 0 0 0
7.66 64 1918 363 1 0 0 1 0 0 0 0 1 0 0 0 0
10.99 74 1918 64 0 0 0 0 0 0 0 0 1 0 0 0 0
8.84 129 1918 363 1 0 0 0 0 0 0 0 0 0 1 0 0
7.34 90 1976 248 1 0 0 0 0 1 0 0 0 0 0 1 0
4.97 79 1918 43 0 0 0 0 0 0 0 0 0 1 0 0 0
11.99 113 2001 281 0 0 0 0 0 0 0 0 0 0 1 0 0
10.23 70 1960 69 0 0 0 0 0 0 0 0 0 1 0 0 0
12.22 32 1957 49 1 0 0 0 1 0 0 1 0 0 0 0 0
8.23 52 1991 25 0 0 0 0 0 0 0 0 1 0 0 0 0
9.45 92 1918 41 0 0 0 0 0 0 0 0 0 1 0 0 0
9.96 86 1983 131 1 0 0 0 0 0 0 0 0 1 0 0 0
10.56 57 1998 241 0 0 0 0 1 0 1 0 1 0 0 0 0
7.94 77 1974 248 1 0 0 0 0 0 0 0 0 1 0 0 0
6.35 86 1974 243 0 0 0 0 0 0 0 0 0 0 1 0 0
10.08 34 1973 195 1 0 0 0 0 0 0 1 0 0 0 0 0
9.1 68 1948 55 0 0 0 1 0 0 0 0 1 0 0 0 0
12.44 118 1998 40 1 0 0 0 1 0 1 0 1 0 0 0 0
10.79 90 1993 241 0 0 0 0 0 0 0 0 0 1 0 0 0
12.16 52 1972 72 0 0 0 0 0 0 0 0 1 0 0 0 0
12.02 49 1948 247 1 0 0 0 0 0 0 0 0 1 0 0 0
3.24 110 1918 41 1 0 0 0 0 0 0 0 0 0 1 0 0
12.18 82 1993 198 1 0 0 0 0 1 1 0 0 1 0 0 0
12.86 35 1957 29 1 0 0 0 0 0 0 1 0 0 0 0 0
8.43 41 1983 184 0 0 0 0 0 0 0 0 1 0 0 0 0
8.55 70 1918 108 0 0 0 0 0 0 0 0 0 1 0 0 0
11.87 80 2001 325 1 0 0 0 0 0 1 0 0 1 0 0 0
9.53 66 1924 146 0 1 0 0 1 0 0 0 1 0 0 0 0
12.46 32 1972 141 0 0 0 0 1 0 0 1 0 0 0 0 0
12.54 34 1983 96 1 0 0 0 1 0 0 1 0 0 0 0 0
12.15 42 1998 235 0 0 0 0 0 0 0 0 1 0 0 0 0
5.46 72 1970 207 0 0 0 0 0 1 0 0 0 0 1 0 0
12.01 37 1973 266 1 0 0 0 0 0 0 0 1 0 0 0 0
10.62 100 1918 26 0 0 0 0 0 0 0 0 0 1 0 0 0
8.52 105 1918 345 0 0 0 0 0 1 0 0 0 0 1 0 0
9.71 50 1957 172 0 0 0 0 0 0 0 0 1 0 0 0 0
7.53 80 1918 49 1 0 0 1 0 0 0 0 0 1 0 0 0
5.75 74 1924 289 0 0 0 0 1 0 0 0 0 1 0 0 0
10.14 121 1924 102 1 0 0 0 0 0 0 0 0 0 0 1 0
7.73 120 1948 62 0 1 0 0 0 0 0 0 0 0 1 0 0
11.88 31 1985 290 0 0 0 0 0 0 0 1 0 0 0 0 0
4.94 78 1966 212 1 0 0 0 0 0 0 0 0 1 0 0 0
10.66 35 1966 147 1 0 0 0 0 0 0 1 0 0 0 0 0
9.31 48 1957 276 0 0 0 0 0 0 0 0 1 0 0 0 0
7.62 69 1966 207 0 0 0 0 0 0 0 0 0 1 0 0 0
8.67 80 1971 359 0 0 0 0 1 0 0 0 0 1 0 0 0
13.22 25 1966 289 0 0 0 0 0 0 0 1 0 0 0 0 0
9.96 42 1984 286 0 0 0 0 0 0 0 0 1 0 0 0 0
8.44 56 1957 49 0 0 0 0 0 0 0 0 1 0 0 0 0
8.52 90 1960 131 1 0 0 0 0 0 0 0 0 0 1 0 0
10.63 51 1988 289 0 0 0 0 0 0 0 0 1 0 0 0 0
8.34 170 1966 350 1 0 0 0 0 0 0 0 0 0 0 1 0
9.03 93 1957 264 0 0 0 0 0 0 0 0 0 0 1 0 0
4.35 88 1957 262 1 0 0 0 1 0 0 0 0 1 0 0 0
12.04 26 1967 92 1 0 0 0 0 0 0 1 0 0 0 0 0
5.35 71 1970 281 0 0 0 0 0 0 0 0 0 1 0 0 0
7.09 52 2000 61 1 0 0 0 0 0 0 0 1 0 0 0 0
6.93 91 1918 28 0 0 0 1 0 0 0 0 0 1 0 0 0
9.68 61 1987 320 1 0 0 0 0 0 1 0 1 0 0 0 0
6.83 73 1960 280 0 0 0 0 0 0 0 0 0 1 0 0 0
8.22 88 1970 182 0 0 0 0 0 0 0 0 0 0 1 0 0
10.43 102 1924 295 1 0 0 0 0 0 0 0 0 0 1 0 0
8.38 63 1918 366 1 0 0 0 0 0 0 0 0 1 0 0 0
6.87 86 1972 120 0 0 0 0 0 0 0 0 0 1 0 0 0
9.01 80 1987 269 0 0 0 0 0 1 1 0 0 1 0 0 0
9.53 55 1971 349 0 0 0 0 0 0 0 0 1 0 0 0 0
9.66 126 1918 23 0 0 0 1 0 0 0 0 0 0 1 0 0
8.77 56 1967 127 0 0 0 0 0 0 0 0 1 0 0 0 0
6.78 62 1918 363 1 0 1 1 1 0 0 0 1 0 0 0 0
12.84 52 1984 93 1 0 0 0 0 0 0 0 1 0 0 0 0
8.36 85 1999 154 0 0 0 0 0 0 1 0 0 1 0 0 0
7.51 126 1973 307 0 0 0 0 0 1 0 0 0 0 1 0 0
4.45 50 1957 104 0 1 0 0 0 0 0 0 1 0 0 0 0
6.98 58 1969 326 0 0 0 0 0 0 0 0 0 1 0 0 0
10.04 55 1996 306 1 0 0 0 1 0 0 0 1 0 0 0 0
3.93 62 1918 52 0 0 1 0 0 0 0 0 0 1 0 0 0
11.25 75 1918 369 0 0 0 0 0 0 0 0 0 1 0 0 0
9.09 45 1966 270 1 0 0 0 0 0 0 1 0 0 0 0 0
4.22 64 1996 281 0 0 0 0 0 0 1 0 1 0 0 0 0
8.81 77 1972 164 0 0 0 0 0 0 0 0 0 1 0 0 0
7.87 54 1973 209 0 0 0 0 1 0 0 0 0 1 0 0 0
9.76 34 1957 146 0 1 0 0 0 0 0 1 0 0 0 0 0
9.72 44 1957 49 0 0 0 0 0 0 0 1 0 0 0 0 0
7.67 65 1918 52 0 0 0 0 0 0 0 0 0 1 0 0 0
6.67 110 1918 65 0 0 0 1 0 1 1 0 0 0 1 0 0
10.34 70 1992 305 0 0 0 0 1 0 1 0 0 1 0 0 0
10.04 68 1967 289 0 0 0 0 0 0 0 0 0 1 0 0 0
10.92 69 1983 8 1 0 0 0 0 0 0 0 0 1 0 0 0
8.39 79 1957 16 1 0 0 0 0 0 0 0 0 1 0 0 0
9.88 97 1996 349 0 0 0 0 0 1 1 0 0 1 0 0 0
5.78 61 1918 334 0 0 0 0 0 0 0 0 1 0 0 0 0
7.75 47 1967 232 0 0 0 0 0 0 0 0 1 0 0 0 0
4.53 114 1969 151 0 0 0 0 1 0 0 0 0 0 0 1 0
4.1 58 1918 49 1 0 1 1 0 0 0 0 1 0 0 0 0
5.18 52 1924 172 0 0 0 0 0 0 0 0 1 0 0 0 0
9.83 58 1957 302 0 0 0 0 0 0 0 0 1 0 0 0 0
9.01 107 1966 168 0 1 0 0 0 0 0 0 0 0 1 0 0
6.04 155 1918 366 1 0 0 0 1 1 0 0 0 0 0 1 0
5.89 61 1966 336 0 0 0 0 0 0 0 0 0 1 0 0 0
5.53 120 1918 40 1 0 0 0 0 0 0 0 1 0 0 0 0
8.99 61 1957 289 0 0 0 0 1 0 0 0 1 0 0 0 0
3.65 61 1957 8 1 0 0 1 1 0 0 0 1 0 0 0 0
13.12 46 1918 30 1 0 0 0 0 0 0 0 1 0 0 0 0
9.99 85 1969 121 0 0 0 0 0 0 0 0 0 1 0 0 0
8.2 79 1985 210 0 0 0 0 0 0 0 0 0 1 0 0 0
8.77 92 1960 54 0 0 0 0 0 0 0 0 0 0 1 0 0
10.56 121 1960 96 1 0 0 0 0 0 1 0 0 1 0 0 0
10.07 67 1918 371 1 0 0 0 1 0 0 0 0 1 0 0 0
12.78 24 1918 105 1 0 0 0 1 0 0 0 1 0 0 0 0
6.41 53 1948 127 0 0 0 0 0 0 0 0 1 0 0 0 0
9.98 85 1966 102 1 0 0 0 0 0 1 0 0 1 0 0 0
8.53 62 1948 65 0 0 0 0 1 0 1 0 0 1 0 0 0
6.64 87 1918 300 0 0 0 0 0 0 0 0 0 1 0 0 0
7.16 77 1971 322 0 0 0 0 1 0 0 0 0 1 0 0 0
9.01 105 1966 25 1 0 0 0 0 0 0 0 0 0 1 0 0
7.35 90 1966 72 0 0 0 0 0 0 0 0 0 1 0 0 0
9.82 51 1939 276 0 0 0 1 0 0 0 0 1 0 0 0 0
5.33 83 1966 65 0 0 0 0 1 0 0 0 0 1 0 0 0
10.32 57 1966 289 0 0 0 0 0 0 0 0 1 0 0 0 0
7.34 85 1918 363 0 0 0 0 0 0 0 0 0 1 0 0 0
