"Station.ID","Date","A","UTMX","UTMY","WS","TEMP","HMIX","PREC","EMI","PM10"
11,"09/02/06",238.8,399.22,4967.87,0.55,275.61,581.68,0,14.76,185
12,"09/02/06",118.3,456.49,4998.42,0.78,276.71,450.32,0,24.09,126
13,"09/02/06",124.7,483.36,5028.7,1.25,275.22,405.32,0,8.31,130
14,"09/02/06",551.6,383.63,4915.52,1.21,275.14,800.25,0,26.57,53
15,"09/02/06",271.7,436.69,5046.69,0.73,274.92,804.34,0,24.7,61
16,"09/02/06",337,386.95,5003.68,0.76,275.57,884.2,0,9.35,94
17,"09/02/06",154,470.41,5031.91,1.22,275.59,328.01,0,28.7,112
18,"09/02/06",201.7,483.16,4956.77,0.8,276.38,618.53,0,13.69,110
19,"09/02/06",374.9,368.18,4971.65,0.71,276.48,708.17,0,26.23,97
20,"09/02/06",243.6,393.64,4986.79,0.57,277.3,817.61,0,145.13,NA
21,"09/02/06",243.6,396.04,4992.42,0.66,277.54,958.82,0,140.76,216
22,"09/02/06",118.5,489,4971.8,0.5,276.05,588.35,0,28.89,134
23,"09/02/06",131,454.26,5019.81,0.89,274.77,312.21,0,22.98,120
24,"09/02/06",201.4,466.4,5086.6,0.99,276.4,383.99,0,20.59,32
1,"10/02/06",95.2,469.45,4972.85,1.15,274.01,712.42,0,34.78,103
2,"10/02/06",164.1,423.48,4950.69,1.01,277.64,787.83,0,18.59,69
3,"10/02/06",242.9,490.71,4948.86,0.84,275.72,790.38,0,10.23,70
4,"10/02/06",149.9,437.36,4973.34,1.46,276.12,952.28,0,35.2,71
5,"10/02/06",405,426.44,5045.66,0.54,276.73,1359.1,0,37.26,35
6,"10/02/06",257.5,394.6,5001.18,1.42,276.53,936.04,0,39.36,69
7,"10/02/06",313.2,457.96,5061.46,2,276.76,1417.5,0,25.55,23
8,"10/02/06",345.2,444.29,5062.64,1.61,276.93,1423.5,0,18.04,37
9,"10/02/06",331,376.96,4993.48,0.97,275.4,754.81,0,22.64,58
10,"10/02/06",280.4,416.65,4985.65,1.16,277.38,970.02,0,10.83,46
11,"10/02/06",238.8,399.22,4967.87,0.73,275.24,803.53,0,15.49,75
12,"10/02/06",118.3,456.49,4998.42,1.65,277.63,918.31,0,25.6,74
13,"10/02/06",124.7,483.36,5028.7,2.02,277.9,830.72,0,8.64,38
14,"10/02/06",551.6,383.63,4915.52,1.63,274.24,616.68,0,27.89,32
15,"10/02/06",271.7,436.69,5046.69,0.75,275.13,1295.9,0,25.76,39
16,"10/02/06",337,386.95,5003.68,0.88,275.69,940.96,0,9.69,35
17,"10/02/06",154,470.41,5031.91,1.8,277.56,675.15,0,30.74,24
18,"10/02/06",201.7,483.16,4956.77,0.74,274.93,695.23,0,14.39,73
19,"10/02/06",374.9,368.18,4971.65,1.15,276.59,719.15,0,27.49,41
20,"10/02/06",243.6,393.64,4986.79,0.63,276.88,871.39,0,155.23,NA
21,"10/02/06",243.6,396.04,4992.42,0.94,277.33,977.41,0,150.98,83
22,"10/02/06",118.5,489,4971.8,0.45,274.98,745.75,0,30.34,88
23,"10/02/06",131,454.26,5019.81,1.32,275.25,585.35,0,24.5,61
24,"10/02/06",201.4,466.4,5086.6,1.91,277.83,752.69,0,21.63,12
1,"11/02/06",95.2,469.45,4972.85,1.09,273.44,610.94,0,26.7,81
2,"11/02/06",164.1,423.48,4950.69,0.99,277.24,760.91,0,15.85,44
3,"11/02/06",242.9,490.71,4948.86,0.7,274.7,731.73,0,8.78,62
4,"11/02/06",149.9,437.36,4973.34,1.33,275.51,891.04,0,30.17,62
5,"11/02/06",405,426.44,5045.66,1.06,276.02,1286.9,0,32.46,29
6,"11/02/06",257.5,394.6,5001.18,1.3,276.13,925.03,0,29.28,51
7,"11/02/06",313.2,457.96,5061.46,1.59,275.83,1307.8,0,21.42,28
8,"11/02/06",345.2,444.29,5062.64,1.58,276.23,1329.6,0,15.89,32
9,"11/02/06",331,376.96,4993.48,0.86,274.05,797.59,0,18.25,46
10,"11/02/06",280.4,416.65,4985.65,1.06,276.68,911.83,0,10.03,41
11,"11/02/06",238.8,399.22,4967.87,0.59,274.72,787.53,0,13.55,73
12,"11/02/06",118.3,456.49,4998.42,0.92,277.05,889.17,0,21.64,45
13,"11/02/06",124.7,483.36,5028.7,1.61,277.07,697.75,0,6.52,30
14,"11/02/06",551.6,383.63,4915.52,1.51,273.86,694.56,0,24.43,24
15,"11/02/06",271.7,436.69,5046.69,1.2,275.51,1284.1,0,23.26,29
16,"11/02/06",337,386.95,5003.68,0.81,275.18,890.41,0,7.63,24
17,"11/02/06",154,470.41,5031.91,1.68,276.7,542.8,0,25.67,29
18,"11/02/06",201.7,483.16,4956.77,0.82,274.15,671.72,0,11.73,70
19,"11/02/06",374.9,368.18,4971.65,1.07,276.14,726.6,0,24.12,29
20,"11/02/06",243.6,393.64,4986.79,0.55,276.42,864.34,0,123.96,74
21,"11/02/06",243.6,396.04,4992.42,0.73,276.94,968.91,0,123.78,77
22,"11/02/06",118.5,489,4971.8,0.53,274.4,662.76,0,23.75,79
23,"11/02/06",131,454.26,5019.81,0.99,274.71,499.63,0,20.27,51
24,"11/02/06",201.4,466.4,5086.6,1.37,276.42,717.88,0,17.21,14
1,"12/02/06",95.2,469.45,4972.85,1.08,272.56,541.52,0,19.84,78
2,"12/02/06",164.1,423.48,4950.69,0.86,276.18,680.98,0,13.86,51
3,"12/02/06",242.9,490.71,4948.86,0.6,273.99,695.75,0,7.8,58
4,"12/02/06",149.9,437.36,4973.34,1.05,274.42,796,0,27.12,69
5,"12/02/06",405,426.44,5045.66,0.87,275.1,919.07,0,28.94,35
6,"12/02/06",257.5,394.6,5001.18,1.05,275.07,789.4,0,20.89,53
7,"12/02/06",313.2,457.96,5061.46,1.07,274.85,982.86,0,17.99,38
8,"12/02/06",345.2,444.29,5062.64,1.25,274.95,952.92,0,14.16,40
9,"12/02/06",331,376.96,4993.48,0.78,273.27,717.62,0,14.8,64
10,"12/02/06",280.4,416.65,4985.65,0.77,275.68,857.61,0,9.41,48
11,"12/02/06",238.8,399.22,4967.87,0.48,274.15,724.06,0,12.28,80
12,"12/02/06",118.3,456.49,4998.42,0.82,275.32,640.55,0,18.72,59
13,"12/02/06",124.7,483.36,5028.7,1.18,275.05,566.3,0,4.95,70
14,"12/02/06",551.6,383.63,4915.52,1.15,273.54,608.56,0,21.89,30
15,"12/02/06",271.7,436.69,5046.69,0.97,273.74,831.94,0,21.47,41
16,"12/02/06",337,386.95,5003.68,0.67,274.23,759.3,0,5.81,33
17,"12/02/06",154,470.41,5031.91,1.29,275.05,394.95,0,22.21,60
18,"12/02/06",201.7,483.16,4956.77,0.66,273.36,620.81,0,9.56,68
19,"12/02/06",374.9,368.18,4971.65,0.88,275.24,643.36,0,21.75,41
20,"12/02/06",243.6,393.64,4986.79,0.51,275.34,790.6,0,99.87,77
21,"12/02/06",243.6,396.04,4992.42,0.62,275.74,867.35,0,103.75,76
22,"12/02/06",118.5,489,4971.8,0.47,273.45,610.01,0,18.36,83
23,"12/02/06",131,454.26,5019.81,0.77,273.59,356.96,0,17.17,61
24,"12/02/06",201.4,466.4,5086.6,0.9,275.15,514.11,0,13.89,17
1,"13/02/06",95.2,469.45,4972.85,0.61,273.63,605.21,0,32.14,133
2,"13/02/06",164.1,423.48,4950.69,0.84,276.12,665.1,0,16.78,78
3,"13/02/06",242.9,490.71,4948.86,0.53,274.71,642.48,0,9.6,97
4,"13/02/06",149.9,437.36,4973.34,0.85,274.75,761.06,0,31.99,110
5,"13/02/06",405,426.44,5045.66,0.71,275.13,879.57,0,33.96,67
6,"13/02/06",257.5,394.6,5001.18,0.87,274.76,721.73,0,36.19,122
7,"13/02/06",313.2,457.96,5061.46,1.02,274.36,896.04,0,23.74,63
8,"13/02/06",345.2,444.29,5062.64,1.14,274.67,872.72,0,16.92,73
9,"13/02/06",331,376.96,4993.48,0.74,273.03,681.94,0,21.19,101
10,"13/02/06",280.4,416.65,4985.65,0.72,275.94,834.23,0,10.41,79
11,"13/02/06",238.8,399.22,4967.87,0.31,274.43,710.02,0,14.18,156
12,"13/02/06",118.3,456.49,4998.42,0.95,275.59,652.98,0,22.94,79
13,"13/02/06",124.7,483.36,5028.7,1.08,274.97,551.73,0,8.05,99
14,"13/02/06",551.6,383.63,4915.52,0.95,273.55,571.67,0,25.56,67
15,"13/02/06",271.7,436.69,5046.69,0.86,273.54,802.93,0,23.9,70
16,"13/02/06",337,386.95,5003.68,0.59,273.91,709.09,0,9.08,79
17,"13/02/06",154,470.41,5031.91,1.13,274.93,387.87,0,27.14,95
18,"13/02/06",201.7,483.16,4956.77,0.54,274.03,593.75,0,13.16,113
19,"13/02/06",374.9,368.18,4971.65,0.8,274.84,631.06,0,25.2,81
20,"13/02/06",243.6,393.64,4986.79,0.44,275.25,759.37,0,137.27,112
21,"13/02/06",243.6,396.04,4992.42,0.53,275.51,817.27,0,132.83,127
22,"13/02/06",118.5,489,4971.8,0.34,274.06,611.53,0,27.78,120
23,"13/02/06",131,454.26,5019.81,0.8,273.91,353.44,0,21.83,106
24,"13/02/06",201.4,466.4,5086.6,0.93,275.25,490.82,0,19.8,28
1,"14/02/06",95.2,469.45,4972.85,0.62,273.63,521.86,0,32.11,148
2,"14/02/06",164.1,423.48,4950.69,0.8,276.74,606.52,0,16.7,114
3,"14/02/06",242.9,490.71,4948.86,0.42,274.86,559.41,0,9.6,108
4,"14/02/06",149.9,437.36,4973.34,0.78,275.08,609.37,0,32.09,141
5,"14/02/06",405,426.44,5045.66,0.64,275.8,636.92,0,33.81,106
6,"14/02/06",257.5,394.6,5001.18,0.77,275.15,617.72,0,36.24,163
7,"14/02/06",313.2,457.96,5061.46,0.87,274.47,691.27,0,23.66,93
8,"14/02/06",345.2,444.29,5062.64,0.96,274.63,562.9,0,16.86,92
9,"14/02/06",331,376.96,4993.48,0.62,273.41,631.57,0,21.3,152
10,"14/02/06",280.4,416.65,4985.65,0.55,276.19,654.96,0,10.39,114
11,"14/02/06",238.8,399.22,4967.87,0.45,274.71,607.56,0,14.22,164
12,"14/02/06",118.3,456.49,4998.42,1.08,275.15,501.11,0,22.82,128
13,"14/02/06",124.7,483.36,5028.7,1.13,274.91,476.95,0,8.03,130
14,"14/02/06",551.6,383.63,4915.52,0.97,273.69,547.92,0,25.46,103
15,"14/02/06",271.7,436.69,5046.69,0.76,273.64,620.68,0,23.81,112
16,"14/02/06",337,386.95,5003.68,0.55,274.36,602.44,0,9.05,119
17,"14/02/06",154,470.41,5031.91,1.04,274.87,376.58,0,27.04,119
18,"14/02/06",201.7,483.16,4956.77,0.48,274.33,535.87,0,13.11,130
19,"14/02/06",374.9,368.18,4971.65,0.76,275.28,588.99,0,25.17,124
20,"14/02/06",243.6,393.64,4986.79,0.4,275.42,662.06,0,136.51,141
21,"14/02/06",243.6,396.04,4992.42,0.48,275.73,711.76,0,132.02,155
22,"14/02/06",118.5,489,4971.8,0.42,274.14,531.79,0,27.77,151
23,"14/02/06",131,454.26,5019.81,0.89,273.8,317.12,0,21.74,133
24,"14/02/06",201.4,466.4,5086.6,0.95,275.58,363.79,0,19.71,37
1,"15/02/06",95.2,469.45,4972.85,0.54,274.55,314.45,0,32.93,136
2,"15/02/06",164.1,423.48,4950.69,0.91,276.35,347.42,0,17.32,NA
3,"15/02/06",242.9,490.71,4948.86,0.5,274.81,258.53,1.15,9.79,109
4,"15/02/06",149.9,437.36,4973.34,0.75,275.66,311.86,0,33.1,151
5,"15/02/06",405,426.44,5045.66,0.51,276.04,361.17,0,34.94,143
6,"15/02/06",257.5,394.6,5001.18,0.89,274.63,288.32,0,37.2,194
7,"15/02/06",313.2,457.96,5061.46,0.69,274.91,281.79,0,24.28,120
8,"15/02/06",345.2,444.29,5062.64,0.79,274.59,301.6,0,17.25,129
9,"15/02/06",331,376.96,4993.48,0.72,273.3,307.78,0,21.65,195
10,"15/02/06",280.4,416.65,4985.65,0.73,275.74,260.08,0,10.54,154
11,"15/02/06",238.8,399.22,4967.87,0.63,274.71,313.58,0,14.59,204
12,"15/02/06",118.3,456.49,4998.42,0.76,275.26,238.74,0,23.74,115
13,"15/02/06",124.7,483.36,5028.7,0.71,275.35,160.71,0,8.23,157
14,"15/02/06",551.6,383.63,4915.52,0.89,274.06,369.97,0,26.26,151
15,"15/02/06",271.7,436.69,5046.69,0.6,274.26,276.17,0,24.45,142
16,"15/02/06",337,386.95,5003.68,0.65,273.88,283.94,0,9.27,158
17,"15/02/06",154,470.41,5031.91,0.83,275.27,140.18,0,28.22,152
18,"15/02/06",201.7,483.16,4956.77,0.61,274.94,308.03,0,13.53,126
19,"15/02/06",374.9,368.18,4971.65,0.63,274.99,311.21,0,25.96,170
20,"15/02/06",243.6,393.64,4986.79,0.5,275.07,282.97,0,142.76,192
21,"15/02/06",243.6,396.04,4992.42,0.52,275.27,310.38,0,138.37,224
22,"15/02/06",118.5,489,4971.8,0.58,274.99,312.67,0,28.55,149
23,"15/02/06",131,454.26,5019.81,0.68,274.81,138.88,0,22.63,148
24,"15/02/06",201.4,466.4,5086.6,0.75,275.72,195.72,0,20.35,63
1,"16/02/06",95.2,469.45,4972.85,0.88,274.94,291.29,0,33.28,137
2,"16/02/06",164.1,423.48,4950.69,0.6,276.43,262.37,0,17.56,164
3,"16/02/06",242.9,490.71,4948.86,0.5,274.79,196.53,0,9.89,114
4,"16/02/06",149.9,437.36,4973.34,0.7,275.63,446.18,0,33.42,194
5,"16/02/06",405,426.44,5045.66,0.51,277.29,724.43,0,35.38,135
6,"16/02/06",257.5,394.6,5001.18,0.83,275.54,608.05,0,37.62,235
7,"16/02/06",313.2,457.96,5061.46,0.76,275.81,712.98,0,24.52,120
8,"16/02/06",345.2,444.29,5062.64,0.85,275.8,743.86,0,17.4,118
9,"16/02/06",331,376.96,4993.48,0.48,274.59,624.43,0,21.84,189
10,"16/02/06",280.4,416.65,4985.65,0.74,275.58,402.28,0,10.59,161
11,"16/02/06",238.8,399.22,4967.87,0.53,274.48,413.78,0,14.76,217
12,"16/02/06",118.3,456.49,4998.42,0.81,275.87,431.72,0,24.09,121
13,"16/02/06",124.7,483.36,5028.7,0.78,275.43,347.66,0,8.31,174
14,"16/02/06",551.6,383.63,4915.52,0.77,274.93,472.78,0,26.57,124
15,"16/02/06",271.7,436.69,5046.69,0.61,275.02,627.88,0,24.7,164
16,"16/02/06",337,386.95,5003.68,0.7,274.91,620.23,0,9.35,179
17,"16/02/06",154,470.41,5031.91,0.78,275.26,305.38,0,28.7,151
18,"16/02/06",201.7,483.16,4956.77,0.68,275.05,205.6,0,13.69,132
19,"16/02/06",374.9,368.18,4971.65,0.57,275.68,629.78,0,26.23,161
20,"16/02/06",243.6,393.64,4986.79,0.56,275.45,495.89,0,145.13,202
21,"16/02/06",243.6,396.04,4992.42,0.69,275.94,548.31,0,140.76,247
22,"16/02/06",118.5,489,4971.8,0.76,275.3,214.86,0,28.89,133
23,"16/02/06",131,454.26,5019.81,0.84,275.05,296.01,0,22.98,157
24,"16/02/06",201.4,466.4,5086.6,1.21,277.19,418.73,0,20.59,78
1,"17/02/06",95.2,469.45,4972.85,1.49,273.3,366.48,0,34.78,118
2,"17/02/06",164.1,423.48,4950.69,1.44,281.33,930.2,0,18.59,102
3,"17/02/06",242.9,490.71,4948.86,1.05,279.92,714.51,0,10.23,94
4,"17/02/06",149.9,437.36,4973.34,1.25,277.21,417.08,0,35.2,166
5,"17/02/06",405,426.44,5045.66,0.45,278.61,840.3,0,37.26,107
6,"17/02/06",257.5,394.6,5001.18,1.44,276.8,680.54,0,39.36,119
7,"17/02/06",313.2,457.96,5061.46,0.85,276.72,808.21,0,25.55,104
8,"17/02/06",345.2,444.29,5062.64,0.79,277.27,898.71,0,18.04,96
9,"17/02/06",331,376.96,4993.48,1.86,279.51,731.89,0,22.64,78
10,"17/02/06",280.4,416.65,4985.65,1.86,278.95,777.62,0,10.83,101
11,"17/02/06",238.8,399.22,4967.87,1.36,277.67,700.3,0,15.49,130
12,"17/02/06",118.3,456.49,4998.42,1.04,273.72,322.74,0,25.6,117
13,"17/02/06",124.7,483.36,5028.7,0.91,273.92,253.19,0,8.64,137
14,"17/02/06",551.6,383.63,4915.52,2.65,281.9,1058.9,0,27.89,81
15,"17/02/06",271.7,436.69,5046.69,0.57,275.76,667.18,0,25.76,132
16,"17/02/06",337,386.95,5003.68,0.89,276.29,519.26,0,9.69,107
17,"17/02/06",154,470.41,5031.91,0.75,273.78,218.3,0,30.74,100
18,"17/02/06",201.7,483.16,4956.77,1.23,277.09,469.42,0,14.39,83
19,"17/02/06",374.9,368.18,4971.65,1.42,279.71,651.95,0,27.49,61
20,"17/02/06",243.6,393.64,4986.79,1.2,278.61,785.25,0,155.23,129
21,"17/02/06",243.6,396.04,4992.42,1.3,278.45,1055.6,0,150.98,152
22,"17/02/06",118.5,489,4971.8,1.06,275.73,405.15,0,30.34,102
23,"17/02/06",131,454.26,5019.81,0.83,273.66,195.13,0,24.5,103
24,"17/02/06",201.4,466.4,5086.6,0.84,278.3,562.02,0,21.63,100
1,"18/02/06",95.2,469.45,4972.85,1.57,273.52,396.43,2.01,26.7,65
2,"18/02/06",164.1,423.48,4950.69,1.1,278.91,667.97,0,15.85,62
3,"18/02/06",242.9,490.71,4948.86,2.48,279.38,813.88,20.42,8.78,27
4,"18/02/06",149.9,437.36,4973.34,1.01,275.92,436.39,0,30.17,36
5,"18/02/06",405,426.44,5045.66,0.7,277.99,403.7,1.38,32.46,64
6,"18/02/06",257.5,394.6,5001.18,1.52,276.77,433.51,1.97,29.28,95
7,"18/02/06",313.2,457.96,5061.46,1.01,276.64,310.43,1.51,21.42,36
8,"18/02/06",345.2,444.29,5062.64,1.01,276.7,335.62,1.35,15.89,37
9,"18/02/06",331,376.96,4993.48,0.6,277.57,620.69,1.63,18.25,66
10,"18/02/06",280.4,416.65,4985.65,1.91,277.37,467.17,0,10.03,82
11,"18/02/06",238.8,399.22,4967.87,0.88,276.36,604.79,0,13.55,100
12,"18/02/06",118.3,456.49,4998.42,0.93,274.46,289.79,0,21.64,69
13,"18/02/06",124.7,483.36,5028.7,0.98,275.45,155.18,3.82,6.52,72
14,"18/02/06",551.6,383.63,4915.52,0.99,277.62,516.34,0,24.43,63
15,"18/02/06",271.7,436.69,5046.69,0.75,276.03,309.86,0,23.26,68
16,"18/02/06",337,386.95,5003.68,0.88,276.38,323.9,2.4,7.63,56
17,"18/02/06",154,470.41,5031.91,1.06,275.64,130.75,5.13,25.67,99
18,"18/02/06",201.7,483.16,4956.77,2.64,277.69,556.46,5.6,11.73,46
19,"18/02/06",374.9,368.18,4971.65,0.67,278.16,559.33,0,24.12,64
20,"18/02/06",243.6,393.64,4986.79,0.71,276.89,588.31,0,123.96,101
21,"18/02/06",243.6,396.04,4992.42,0.98,277.12,601.6,0,123.78,123
22,"18/02/06",118.5,489,4971.8,2.1,276.29,461.79,6.53,23.75,52
23,"18/02/06",131,454.26,5019.81,0.96,274.63,156.45,1.72,20.27,88
24,"18/02/06",201.4,466.4,5086.6,1.41,276.64,448.15,5.21,17.21,24
1,"19/02/06",95.2,469.45,4972.85,1.3,274.6,211.2,37.48,19.84,34
2,"19/02/06",164.1,423.48,4950.69,0.59,274.82,336.45,18.59,13.86,31
3,"19/02/06",242.9,490.71,4948.86,0.66,274.07,202.42,52.2,7.8,26
4,"19/02/06",149.9,437.36,4973.34,0.88,274.4,234.76,21.08,27.12,NA
5,"19/02/06",405,426.44,5045.66,0.84,276.11,340.09,33.39,28.94,20
6,"19/02/06",257.5,394.6,5001.18,1.4,274.82,321.18,18.47,20.89,65
7,"19/02/06",313.2,457.96,5061.46,0.95,274.55,279.1,47.02,17.99,16
8,"19/02/06",345.2,444.29,5062.64,1.22,274.53,323.82,38.03,14.16,28
9,"19/02/06",331,376.96,4993.48,0.59,274.65,308.5,13.73,14.8,77
10,"19/02/06",280.4,416.65,4985.65,1.16,274.68,273.8,6.74,9.41,30
11,"19/02/06",238.8,399.22,4967.87,0.8,274.39,269.72,22.41,12.28,41
12,"19/02/06",118.3,456.49,4998.42,1.02,275.62,198.34,34.04,18.72,45
13,"19/02/06",124.7,483.36,5028.7,1.1,275.41,184.87,35.45,4.95,33
14,"19/02/06",551.6,383.63,4915.52,0.84,274.28,333.93,39.47,21.89,52
15,"19/02/06",271.7,436.69,5046.69,0.89,274.5,283.33,33.02,21.47,25
16,"19/02/06",337,386.95,5003.68,0.89,274.41,390.22,22.69,5.81,47
17,"19/02/06",154,470.41,5031.91,1.37,275.15,173.82,41.39,22.21,32
18,"19/02/06",201.7,483.16,4956.77,0.89,274.37,202.44,43.72,9.56,21
19,"19/02/06",374.9,368.18,4971.65,0.83,275.1,388.47,18.61,21.75,59
20,"19/02/06",243.6,393.64,4986.79,0.67,274.54,299.54,19.55,99.87,46
21,"19/02/06",243.6,396.04,4992.42,0.99,274.85,365.68,15.51,103.75,75
22,"19/02/06",118.5,489,4971.8,0.97,274.82,205.45,37.17,18.36,37
23,"19/02/06",131,454.26,5019.81,1.23,275.27,169.2,34.45,17.17,49
24,"19/02/06",201.4,466.4,5086.6,1.43,275.16,231.34,59.83,13.89,15
1,"20/02/06",95.2,469.45,4972.85,1.11,275.45,226.18,2.2,32.14,31
2,"20/02/06",164.1,423.48,4950.69,0.68,276.19,283.16,3.81,16.78,42
3,"20/02/06",242.9,490.71,4948.86,0.46,275.44,238.79,20.48,9.6,30
4,"20/02/06",149.9,437.36,4973.34,0.91,275.74,273.12,8.17,31.99,54
5,"20/02/06",405,426.44,5045.66,0.39,277.3,476.63,5.08,33.96,26
6,"20/02/06",257.5,394.6,5001.18,0.65,276.19,385.91,3.49,36.19,57
7,"20/02/06",313.2,457.96,5061.46,0.65,275.78,267.87,5.53,23.74,21
8,"20/02/06",345.2,444.29,5062.64,0.79,275.49,297.74,10.89,16.92,27
9,"20/02/06",331,376.96,4993.48,0.55,275.88,463.03,2.06,21.19,32
10,"20/02/06",280.4,416.65,4985.65,0.6,275.81,361.06,24.47,10.41,53
11,"20/02/06",238.8,399.22,4967.87,0.43,275.6,316.9,0,14.18,55
12,"20/02/06",118.3,456.49,4998.42,0.69,276.06,201.32,0,22.94,29
13,"20/02/06",124.7,483.36,5028.7,0.79,276.21,151.45,4.87,8.05,31
14,"20/02/06",551.6,383.63,4915.52,0.59,275.3,348.31,0,25.56,27
15,"20/02/06",271.7,436.69,5046.69,0.46,276.23,356.18,6.32,23.9,28
16,"20/02/06",337,386.95,5003.68,0.45,275.79,346.09,2.87,9.08,34
17,"20/02/06",154,470.41,5031.91,0.87,276.05,128.13,4.14,27.14,22
18,"20/02/06",201.7,483.16,4956.77,0.6,275.69,244.48,6.33,13.16,23
19,"20/02/06",374.9,368.18,4971.65,0.52,276.28,490.17,0,25.2,35
20,"20/02/06",243.6,393.64,4986.79,0.38,275.61,409.37,0,137.27,50
21,"20/02/06",243.6,396.04,4992.42,0.44,276.03,437.83,6.97,132.83,53
22,"20/02/06",118.5,489,4971.8,0.77,276.02,243.68,8.35,27.78,31
23,"20/02/06",131,454.26,5019.81,0.65,276.26,135.46,0,21.83,28
24,"20/02/06",201.4,466.4,5086.6,1.02,275.85,243.83,24.48,19.8,17
1,"21/02/06",95.2,469.45,4972.85,1.05,277.72,327.78,0,32.11,67
2,"21/02/06",164.1,423.48,4950.69,0.86,276.99,294.95,0,16.7,77
3,"21/02/06",242.9,490.71,4948.86,0.38,276.71,292.68,1.3,9.6,58
4,"21/02/06",149.9,437.36,4973.34,1.11,276.76,268.88,0,32.09,75
5,"21/02/06",405,426.44,5045.66,0.71,277.41,820.81,1.28,33.81,19
6,"21/02/06",257.5,394.6,5001.18,1.22,277.4,429.88,0,36.24,42
7,"21/02/06",313.2,457.96,5061.46,0.93,276.81,811.99,6.93,23.66,31
8,"21/02/06",345.2,444.29,5062.64,0.95,276.31,871.27,6.36,16.86,27
9,"21/02/06",331,376.96,4993.48,0.68,276.54,386.56,0,21.3,42
10,"21/02/06",280.4,416.65,4985.65,1.26,276.61,277.11,0,10.39,77
11,"21/02/06",238.8,399.22,4967.87,0.6,275.85,261.41,0,14.22,87
12,"21/02/06",118.3,456.49,4998.42,0.79,278.37,434.91,0,22.82,50
13,"21/02/06",124.7,483.36,5028.7,0.82,278.33,499.4,0,8.03,62
14,"21/02/06",551.6,383.63,4915.52,0.85,276.14,405.58,0,25.46,45
15,"21/02/06",271.7,436.69,5046.69,0.77,276.88,725.37,4.26,23.81,30
16,"21/02/06",337,386.95,5003.68,0.77,276.87,378.98,0,9.05,27
17,"21/02/06",154,470.41,5031.91,0.86,278.26,378.24,0,27.04,45
18,"21/02/06",201.7,483.16,4956.77,0.56,277.29,312.07,0,13.11,49
19,"21/02/06",374.9,368.18,4971.65,0.72,277.03,458.62,0,25.17,46
20,"21/02/06",243.6,393.64,4986.79,0.65,276.7,302.45,0,136.51,61
21,"21/02/06",243.6,396.04,4992.42,0.83,277.33,335.27,0,132.02,68
22,"21/02/06",118.5,489,4971.8,0.55,278.1,370.21,0,27.77,61
23,"21/02/06",131,454.26,5019.81,0.81,278.27,306.39,0,21.74,48
24,"21/02/06",201.4,466.4,5086.6,0.79,276.82,477.34,6.43,19.71,19
1,"22/02/06",95.2,469.45,4972.85,1.04,277.91,307.15,3.8,32.93,38
2,"22/02/06",164.1,423.48,4950.69,0.67,276.99,274.8,0,17.32,55
3,"22/02/06",242.9,490.71,4948.86,0.61,276.62,378.98,4.5,9.79,41
4,"22/02/06",149.9,437.36,4973.34,1.09,277.14,297.57,3.38,33.1,63
5,"22/02/06",405,426.44,5045.66,0.64,277.99,633.72,3.77,34.94,20
6,"22/02/06",257.5,394.6,5001.18,1.04,277.58,620.65,0,37.2,41
7,"22/02/06",313.2,457.96,5061.46,0.9,276.84,317.93,4.62,24.28,53
8,"22/02/06",345.2,444.29,5062.64,0.77,276.34,486.86,5.37,17.25,24
9,"22/02/06",331,376.96,4993.48,0.59,276.46,645.79,0,21.65,55
10,"22/02/06",280.4,416.65,4985.65,0.67,277.21,328.98,2.33,10.54,53
11,"22/02/06",238.8,399.22,4967.87,0.36,276.48,350.19,0,14.59,71
12,"22/02/06",118.3,456.49,4998.42,1.46,278.3,267.59,5.18,23.74,36
13,"22/02/06",124.7,483.36,5028.7,1.15,278.69,330.28,8.73,8.23,26
14,"22/02/06",551.6,383.63,4915.52,0.88,276.19,348.59,0,26.26,47
15,"22/02/06",271.7,436.69,5046.69,0.71,277.1,333.13,4.43,24.45,24
16,"22/02/06",337,386.95,5003.68,0.68,277,616.15,0,9.27,30
17,"22/02/06",154,470.41,5031.91,1.29,278.36,228.94,8.69,28.22,24
18,"22/02/06",201.7,483.16,4956.77,0.53,277.11,282.88,3.63,13.53,38
19,"22/02/06",374.9,368.18,4971.65,0.6,277.39,508.48,0,25.96,42
20,"22/02/06",243.6,393.64,4986.79,0.49,277.12,540.67,0,142.76,56
21,"22/02/06",243.6,396.04,4992.42,0.63,277.63,586.07,0,138.37,61
22,"22/02/06",118.5,489,4971.8,0.38,277.87,358.02,4.03,28.55,47
23,"22/02/06",131,454.26,5019.81,1.07,278.03,180.39,4.38,22.63,34
24,"22/02/06",201.4,466.4,5086.6,1.41,277.03,401.18,4.84,20.35,21
1,"23/02/06",95.2,469.45,4972.85,1.49,278.99,776.54,0,33.28,60
2,"23/02/06",164.1,423.48,4950.69,0.77,278.07,721.52,0,17.56,48
3,"23/02/06",242.9,490.71,4948.86,1.12,277.55,640.39,0,9.89,44
4,"23/02/06",149.9,437.36,4973.34,1.28,278.16,834.96,0,33.42,57
5,"23/02/06",405,426.44,5045.66,0.69,278.37,1174.6,0,35.38,31
6,"23/02/06",257.5,394.6,5001.18,1.11,278.95,1084.6,0,37.62,61
